PERIOD,W OR P,PARTICIPANT NAME,PARTICIPANT #,IP #,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,PARTICIPANT %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,CURRENT ACTIVITY AMT,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS,FOREIGN SOCIETY ADJUSTMENT,COMPANY CODE,COMPANY NAME
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,RADIO,UNITED STATES,,,0,FF,000:00,6.25,14,,0.21,,20184,0.21,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY I,16032652,RADIO,UNITED STATES,,,0,FF,000:00,16.7,15,,0.1,,20184,0.1,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BACK TO THE WAY,11645555,RADIO,UNITED STATES,,,0,FF,000:00,7.5,2,,0.02,,20184,0.02,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,RADIO,UNITED STATES,,,0,FF,000:00,9.16,629,,7.99,,20184,7.99,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,RADIO,UNITED STATES,,,0,FF,000:00,12.5,6,,0.14,,20184,0.14,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,RADIO,UNITED STATES,,,0,FF,000:00,1.26,166,,0.35,,20184,0.35,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,RADIO,UNITED STATES,,,0,FF,000:00,10,497,,7.11,,20184,7.11,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GRAVITY,20040422,RADIO,UNITED STATES,,,0,FF,000:00,15,22,,0.18,,20184,0.18,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,RADIO,UNITED STATES,,,0,FF,000:00,6.25,284,,2.92,,20184,2.92,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIKE A BOY,8406077,RADIO,UNITED STATES,,,0,FF,000:00,2,41,,0.13,,20184,0.13,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAD,13545125,RADIO,UNITED STATES,,,0,FF,000:00,10.62,2,,0.08,,20184,0.08,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGIC,9967443,RADIO,UNITED STATES,,,0,FF,000:00,6.25,5,,0.27,,20184,0.27,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,RADIO,UNITED STATES,,,0,FF,000:00,15,443,,18.28,,20184,18.28,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,RADIO,UNITED STATES,,,0,FF,000:00,16.67,12,,0.64,,20184,0.64,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RADAR,9267319,RADIO,UNITED STATES,,,0,FF,000:00,6.26,7,,0.01,,20184,0.01,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,RADIO,UNITED STATES,,,0,FF,000:00,6.9,49,,0.24,,20184,0.24,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,STUNNAS,8341404,RADIO,UNITED STATES,,,0,FF,000:00,6.26,2,,0.03,,20184,0.03,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,RADIO,UNITED STATES,,,0,FF,000:00,12.5,10,,0.07,,20184,0.07,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,RADIO,UNITED STATES,,,0,FF,000:00,2.5,69,,1.19,,20184,1.19,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,RADIO,UNITED STATES,,,0,FF,000:00,9.5,1703,,51.52,,20184,51.52,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,RADIO,UNITED STATES,,,0,FF,000:00,11.25,156,,5.58,,20184,5.58,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,RADIO,UNITED STATES,,,0,FF,000:00,7.09,51501,,758.56,,20184,614.22,0,144.34,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,COMM RADIO,UNITED STATES,,,0,SD,000:00,6.25,218,,0.33,,20184,0.33,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,COMM RADIO,UNITED STATES,,,0,SD,000:00,9.16,1,,0.05,,20184,0.05,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIKE A BOY,8406077,COMM RADIO,UNITED STATES,,,0,SD,000:00,2,6,,0.02,,20184,0.02,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,COMM RADIO,UNITED STATES,,,0,SD,000:00,15,20,,0.33,,20184,0.33,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,COMM RADIO,UNITED STATES,,,0,SD,000:00,16.67,1,,0.01,,20184,0.01,0,0,,0,BMI
20184,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,COMM RADIO,UNITED STATES,,,0,SD,000:00,2.5,9,,0.05,,20184,0.05,0,0,,0,BMI
