PERIOD,W OR P,PARTICIPANT NAME,PARTICIPANT #,IP #,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,PARTICIPANT %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,CURRENT ACTIVITY AMT,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS,FOREIGN SOCIETY ADJUSTMENT,COMPANY CODE,COMPANY NAME
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,RADIO,UNITED STATES,,,0,FF,000:00,6.25,33,,0.51,,20202,0.51,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,RADIO,UNITED STATES,,,0,FF,000:00,9.16,183,,3.38,,20202,3.38,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,RADIO,UNITED STATES,,,0,FF,000:00,12.5,25,,1.89,,20202,1.89,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,RADIO,UNITED STATES,,,0,FF,000:00,1.26,78,,0.2,,20202,0.2,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,RADIO,UNITED STATES,,,0,FF,000:00,10,281,,2.61,,20202,2.61,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GRAVITY,20040422,RADIO,UNITED STATES,,,0,FF,000:00,15,43,,0.04,,20202,0.04,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,RADIO,UNITED STATES,,,0,FF,000:00,6.25,323,,1.72,,20202,1.72,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,LIKE A BOY,8406077,RADIO,UNITED STATES,,,0,FF,000:00,2,19,,0.03,,20202,0.03,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGNET,9655416,RADIO,UNITED STATES,,,0,FF,000:00,10,35,,0.04,,20202,0.04,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,RADIO,UNITED STATES,,,0,FF,000:00,15,168,,3.74,,20202,3.74,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,RADIO,UNITED STATES,,,0,FF,000:00,16.67,10,,0.48,,20202,0.48,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,RADIO,UNITED STATES,,,0,FF,000:00,6.9,2,,0.01,,20202,0.01,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,RADIO,UNITED STATES,,,0,FF,000:00,25,2,,0.01,,20202,0.01,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,STUNNAS,8341404,RADIO,UNITED STATES,,,0,FF,000:00,6.26,3,,0.08,,20202,0.08,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,RADIO,UNITED STATES,,,0,FF,000:00,12.5,22,,0.32,,20202,0.32,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,RADIO,UNITED STATES,,,0,FF,000:00,2.5,64,,0.58,,20202,0.58,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,RADIO,UNITED STATES,,,0,FF,000:00,9.5,1480,,39.84,,20202,39.84,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,RADIO,UNITED STATES,,,0,FF,000:00,11.25,122,,1.87,,20202,1.87,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,RADIO,UNITED STATES,,,0,FF,000:00,7.09,54116,,621.25,,20202,517.54,0,103.71,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.02,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY I,16032652,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,16.7,1,,0.01,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,9.16,1,,0.68,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,12.5,1,,0.01,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,1.26,1,,0.03,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,10,1,,1.49,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GRAVITY,20040422,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,15,1,,0.04,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.27,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGIC,9967443,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.04,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,15,1,,1.51,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,16.67,1,,0.07,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,6.9,1,,0.02,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,25,1,,0.1,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,12.5,1,,0.03,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,2.5,1,,0.06,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,9.5,1,,4.08,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,11.25,1,,0.92,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,RMLC2017 STLMNT,UNITED STATES,,,0,FF,000:00,7.09,1,,61.02,,2017,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,9.16,1,,0.64,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,12.5,1,,0.01,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,1.26,1,,0.04,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,10,1,,0.77,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.24,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGIC,9967443,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.02,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MESS,25550456,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,25,1,,0.01,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,15,1,,1.13,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,16.67,1,,0.03,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,RED LIGHT,7032540,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,6.9,1,,0.02,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,25,1,,0.04,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,2.5,1,,0.06,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,9.5,1,,4.41,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,11.25,1,,0.38,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,RMLC2018 STLMNT,UNITED STATES,,,0,FF,000:00,7.09,1,,61.12,,2018,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.01,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BABY I,16032652,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,16.7,1,,0.02,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BEST THING I NEVER HAD,13077171,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,9.16,1,,0.39,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,12.5,1,,0.01,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,FOUR MINUTES,8131117,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,1.26,1,,0.03,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,GAME CHANGER,19138527,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,10,1,,0.43,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ICE BOX,8547226,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.24,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,MAGIC,9967443,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,6.25,1,,0.01,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PRAY FOR ME,13616120,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,15,1,,0.82,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,16.67,1,,0.05,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,SHOW YOU HOW,14338859,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,25,1,,0.02,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,12.5,1,,0.03,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THROWBACK,6875318,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,2.5,1,,0.05,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,TRUTH IS,6895655,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,9.5,1,,3.87,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,11.25,1,,0.55,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,RMLC2019 STLMNT,UNITED STATES,,,0,FF,000:00,7.09,1,,65.17,,2019,0,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,ANONYMOUS,8952214,COMM RADIO,UNITED STATES,,,0,SD,000:00,6.25,1,,0.01,,20202,0.01,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BLUE JEANS,6101822,COMM RADIO,UNITED STATES,,,0,SD,000:00,12.5,2,,0.03,,20202,0.03,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,BRAVE,9267251,COMM RADIO,UNITED STATES,,,0,SD,000:00,6.26,141,,0.1,,20202,0.1,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,PROMISE RING,9118945,COMM RADIO,UNITED STATES,,,0,SD,000:00,16.67,1,,0.03,,20202,0.03,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,THAT GIRL,5827915,COMM RADIO,UNITED STATES,,,0,SD,000:00,12.5,1,,0.01,,20202,0.01,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,WOO,13471807,COMM RADIO,UNITED STATES,,,0,SD,000:00,11.25,2,,0.01,,20202,0.01,0,0,,0,BMI
20202,P,CHRISTOPHER MATTHEW MUSIC,776784,356211188,YEAH,6831672,COMM RADIO,UNITED STATES,,,0,SD,000:00,7.09,220,,0.61,,20202,0.61,0,0,,0,BMI
